from,to,cost
29,162,2.0
29,174,5.0
29,181,2.0
29,187,1.0
29,188,1.0
29,192,3.0
29,197,1.0
29,207,1.0
29,211,7.0
29,214,24.0
29,219,1.0
29,225,16.0
29,228,2.0
29,229,55.0
29,231,2.0
29,234,16.0
29,263,1.0
29,274,2.0
29,275,1.0
29,280,2.0
29,284,11.0
29,286,2.0
29,288,10.0
30,33,3.0
30,37,1.0
30,38,5.0
30,39,2.0
30,42,28.0
30,46,4.0
30,47,22.0
30,49,15.0
30,52,19.0
30,53,5.0
30,54,7.0
30,74,2.0
30,78,211.0
30,83,1.0
30,92,11.0
30,99,29.0
30,100,8.0
30,101,151.0
30,102,315.0
30,106,30.0
30,109,2.0
30,110,1.0
30,117,7.0
30,123,3.0
30,124,1.0
30,129,2.0
30,130,1.0
30,136,2.0
30,137,4.0
30,141,5.0
30,152,26.0
30,153,11.0
30,155,213.0
30,158,60.0
30,159,174.0
30,161,2.0
30,162,2.0
30,174,44.0
30,177,3.0
30,181,69.0
30,185,18.0
30,187,1.0
30,188,11.0
30,191,1.0
30,192,2.0
30,193,7.0
30,197,42.0
30,207,16.0
30,209,1.0
30,210,2.0
30,211,7.0
30,214,50.0
30,215,2.0
30,216,2.0
30,218,5.0
30,225,165.0
30,229,481.0
30,231,1.0
30,237,1.0
30,238,1.0
30,239,2.0
30,243,15.0
30,248,1.0
30,249,1.0
30,255,5.0
30,263,3.0
30,264,4.0
30,265,5.0
30,267,2.0
30,268,1.0
30,270,1.0
30,272,1.0
30,274,2.0
30,275,3.0
30,279,2.0
30,280,22.0
30,282,1.0
30,284,18.0
30,286,12.0
30,288,68.0
30,289,4.0
31,32,49.0
31,33,5.0
31,35,2.0
31,37,3.0
31,38,7.0
31,51,17.0
31,53,3.0
31,56,5.0
31,58,1.0
31,60,2.0
31,65,37.0
31,71,28.0
31,74,2.0
31,75,7.0
31,76,2.0
31,79,4.0
31,80,5.0
31,82,15.0
31,83,8.0
31,84,22.0
31,92,1.0
31,96,5.0
31,99,2.0
31,104,55.0
31,105,4.0
31,107,17.0
31,109,1.0
31,112,3.0
31,116,3.0
31,125,93.0
31,131,1.0
31,135,2.0
31,136,26.0
31,139,1.0
31,160,5.0
31,162,2.0
31,166,10.0
31,171,34.0
31,173,5.0
31,179,8.0
31,180,1.0
31,185,7.0
31,194,51.0
31,195,5.0
31,201,2.0
31,206,149.0
31,212,83.0
31,215,2.0
31,219,21.0
31,224,7.0
31,225,1.0
31,229,1.0
31,230,74.0
31,231,4.0
31,236,1.0
31,237,16.0
31,249,6.0
31,250,13.0
31,255,8.0
31,260,90.0
31,261,87.0
31,262,6.0
31,267,193.0
31,270,5.0
31,272,9.0
31,275,1.0
31,284,3.0
31,286,3.0
31,288,2.0
32,37,3.0
32,40,1.0
32,51,6.0
32,56,2.0
32,65,7.0
32,71,1.0
32,74,1.0
32,76,6.0
32,79,3.0
32,83,2.0
32,84,1.0
32,89,1.0
32,96,6.0
32,104,2.0
32,112,5.0
32,116,3.0
32,125,12.0
32,131,1.0
32,136,7.0
32,166,8.0
32,171,16.0
32,179,5.0
32,185,5.0
32,194,24.0
32,195,3.0
32,206,33.0
32,212,9.0
32,215,2.0
32,219,1.0
32,224,6.0
32,230,8.0
32,231,2.0
32,237,3.0
32,249,3.0
32,250,1.0
32,255,2.0
32,260,87.0
32,261,31.0
32,262,5.0
32,263,1.0
32,267,5.0
32,270,3.0
32,274,1.0
32,286,1.0
33,35,1.0
33,38,898.0
33,39,7.0
33,41,9.0
33,42,53.0
33,46,2.0
33,47,6.0
33,49,3.0
33,50,1.0
33,51,4.0
33,52,133.0
33,53,430.0
33,55,1.0
33,56,1.0
33,58,1.0
33,59,1.0
33,65,18.0
33,71,13.0
33,74,10.0
33,75,1.0
33,76,2.0
33,78,1.0
33,83,21.0
33,84,79.0
33,92,68.0
33,96,7.0
33,99,49.0
33,101,1.0
33,102,3.0
33,104,2.0
33,107,2.0
33,109,407.0
33,112,1.0
33,116,2.0
33,117,1.0
33,119,98.0
33,123,2.0
33,124,5.0
33,125,8.0
33,128,51.0
33,129,2.0
33,133,1.0
33,136,22.0
33,140,1.0
33,141,61.0
33,142,94.0
33,148,1.0
33,152,4.0
33,159,1.0
33,161,7.0
33,162,57.0
33,171,9.0
33,173,2.0
33,177,2.0
33,179,23.0
33,180,361.0
33,181,2.0
33,182,1.0
33,185,73.0
33,187,52.0
33,191,12.0
33,192,52.0
33,193,2.0
33,194,2.0
33,195,4.0
33,197,3.0
33,200,17.0
33,201,181.0
33,206,16.0
33,209,2.0
33,210,3.0
33,211,2.0
33,212,12.0
33,214,2.0
33,215,222.0
33,216,204.0
33,218,40.0
33,219,4.0
33,225,6.0
33,230,13.0
33,231,704.0
33,232,2.0
33,236,2.0
33,237,10.0
33,238,111.0
33,243,57.0
33,248,1.0
33,249,1.0
33,250,2.0
33,251,1.0
33,255,40.0
33,260,5.0
33,262,10.0
33,263,14.0
33,264,21.0
33,265,27.0
33,267,5.0
33,268,1.0
33,270,748.0
33,271,2.0
33,272,1.0
33,274,164.0
33,275,343.0
33,280,15.0
33,284,5.0
33,285,3.0
33,286,29.0
33,288,2.0
33,290,2.0
34,38,1.0
34,51,1.0
34,53,1.0
34,57,1.0
34,60,2.0
34,65,59.0
34,71,2.0
34,74,1.0
34,76,1.0
34,83,10.0
34,84,6.0
34,92,1.0
34,96,3.0
34,99,3.0
34,116,2.0
34,125,4.0
34,136,26.0
34,162,1.0
34,166,1.0
34,179,5.0
34,185,4.0
34,194,9.0
34,206,10.0
34,212,9.0
34,215,2.0
34,230,13.0
34,237,4.0
34,243,1.0
34,250,1.0
34,261,1.0
34,262,5.0
34,267,2.0
34,270,2.0
34,274,1.0
34,275,1.0
34,286,1.0
34,288,1.0
35,37,3.0
35,38,1.0
35,40,129.0
35,42,1.0
35,51,14.0
35,52,3.0
35,53,3.0
35,54,4.0
35,56,26.0
35,58,5.0
35,59,21.0
35,71,7.0
35,74,8.0
35,75,4.0
35,78,2.0
35,80,38.0
35,82,4.0
35,84,5.0
35,85,1.0
35,89,12.0
35,91,1.0
35,92,1.0
35,104,7.0
35,107,2.0
35,109,1.0
35,112,1.0
35,116,1.0
35,117,1.0
35,119,1.0
35,124,8.0
35,125,5.0
35,129,9.0
35,130,2.0
35,135,17.0
35,136,2.0
35,161,3.0
35,179,8.0
35,185,5.0
35,194,1.0
35,195,7.0
35,212,2.0
35,219,16.0
35,230,3.0
35,237,1.0
35,249,5.0
35,250,1.0
35,255,8.0
35,260,1.0
35,263,5.0
35,267,6.0
35,268,2.0
35,271,33.0
35,272,33.0
35,274,1.0
35,275,4.0
35,276,1.0
35,284,3.0
35,286,4.0
35,288,4.0
36,41,3.0
36,43,1.0
36,55,1.0
36,61,1.0
36,62,1.0
36,93,1.0
36,95,20.0
36,98,34.0
36,114,2.0
36,120,1.0
36,121,1.0
36,147,2.0
36,168,12.0
36,169,1.0
36,172,13.0
36,175,10.0
36,182,4.0
36,199,1.0
36,208,1.0
36,222,20.0
36,227,2.0
36,252,3.0
36,253,1.0
36,254,1.0
36,256,1.0
36,257,5.0
36,278,1.0
36,282,1.0
36,287,3.0
37,38,1.0
37,40,63.0
37,45,1.0
37,51,20.0
37,52,1.0
37,54,1.0
37,56,72.0
37,59,5.0
37,60,2.0
37,65,4.0
37,71,23.0
37,74,13.0
37,75,10.0
37,76,1.0
37,80,9.0
37,82,23.0
37,84,3.0
37,89,16.0
37,96,1.0
37,104,9.0
37,105,1.0
37,107,25.0
37,112,1.0
37,117,2.0
37,125,11.0
37,135,3.0
37,136,10.0
37,160,1.0
37,161,1.0
37,171,2.0
37,173,1.0
37,179,2.0
37,185,7.0
37,194,5.0
37,195,119.0
37,206,5.0
37,212,10.0
37,218,1.0
37,219,14.0
37,229,1.0
37,230,5.0
37,237,4.0
37,249,69.0
37,255,2.0
37,260,6.0
37,261,2.0
37,267,10.0
37,271,2.0
37,272,1.0
37,275,1.0
37,284,1.0
37,286,1.0
38,40,8.0
38,41,3.0
38,42,96.0
38,43,1.0
38,46,6.0
38,47,24.0
38,49,2.0
38,51,28.0
38,52,755.0
38,53,2455.0
38,54,6.0
38,55,1.0
38,56,10.0
38,58,6.0
38,59,11.0
38,60,2.0
38,65,73.0
38,68,1.0
38,71,27.0
38,72,1.0
38,74,51.0
38,75,24.0
38,76,1.0
38,77,1.0
38,78,5.0
38,79,1.0
38,80,1.0
38,83,210.0
38,84,228.0
38,89,1.0
38,92,247.0
38,96,4.0
38,99,106.0
38,101,1.0
38,102,4.0
38,104,5.0
38,107,6.0
38,109,2317.0
38,110,3.0
38,112,9.0
38,116,12.0
38,117,14.0
38,119,200.0
38,120,1.0
38,123,7.0
38,124,19.0
38,125,35.0
38,128,17.0
38,129,1.0
38,135,7.0
38,136,85.0
38,137,4.0
38,140,1.0
38,141,172.0
38,142,916.0
38,143,6.0
38,153,1.0
38,154,1.0
38,155,2.0
38,159,2.0
38,160,2.0
38,161,30.0
38,162,183.0
38,166,7.0
38,171,8.0
38,174,1.0
38,177,10.0
38,179,292.0
38,180,374.0
38,185,438.0
38,187,79.0
38,191,24.0
38,192,65.0
38,193,1.0
38,194,30.0
38,195,3.0
38,197,40.0
38,200,5.0
38,201,91.0
38,206,33.0
38,207,3.0
38,208,2.0
38,209,4.0
38,210,1.0
38,211,2.0
38,212,68.0
38,215,556.0
38,216,522.0
38,218,204.0
38,219,28.0
38,224,1.0
38,225,7.0
38,228,1.0
38,229,3.0
38,230,93.0
38,231,462.0
38,236,13.0
38,237,85.0
38,238,205.0
38,242,1.0
38,243,166.0
38,248,4.0
38,249,1.0
38,250,5.0
38,251,3.0
38,255,130.0
38,260,8.0
38,261,7.0
38,262,17.0
38,263,49.0
38,264,17.0
38,265,54.0
38,266,2.0
38,267,31.0
38,268,3.0
38,270,1201.0
38,271,5.0
38,272,1.0
38,274,750.0
38,275,1637.0
38,279,4.0
38,280,15.0
38,284,51.0
38,285,2.0
38,286,109.0
38,288,4.0
39,41,253.0
39,42,9.0
39,43,9.0
39,46,9.0
39,47,9.0
39,50,6.0
39,52,6.0
39,53,3.0
39,55,106.0
39,62,56.0
39,67,5.0
39,68,7.0
39,71,1.0
39,73,14.0
39,76,1.0
39,78,1.0
39,84,2.0
39,85,208.0
39,86,53.0
39,91,244.0
39,92,4.0
39,93,5.0
39,99,3.0
39,113,1.0
39,114,1.0
39,117,24.0
39,118,17.0
39,120,50.0
39,121,26.0
39,127,1.0
39,128,6.0
39,137,75.0
39,140,412.0
39,141,7.0
39,142,1.0
39,143,59.0
39,144,1.0
39,145,6.0
39,155,1.0
39,159,1.0
39,162,19.0
39,168,2.0
39,172,15.0
39,175,3.0
39,177,9.0
39,180,5.0
39,182,27.0
39,187,8.0
39,191,6.0
39,192,21.0
39,197,46.0
39,199,3.0
39,200,1.0
39,201,2.0
39,206,1.0
39,208,159.0
39,209,11.0
39,210,55.0
39,215,18.0
39,216,3.0
39,218,8.0
39,223,3.0
39,227,4.0
39,231,7.0
39,233,105.0
39,235,1.0
39,238,8.0
39,243,11.0
39,247,10.0
39,248,20.0
39,251,69.0
39,252,1.0
39,253,1.0
39,254,1.0
39,256,1.0
39,257,4.0
39,264,20.0
39,265,16.0
39,266,7.0
39,270,1.0
39,274,5.0
39,275,3.0
39,278,25.0
39,279,11.0
39,280,21.0
39,281,9.0
39,282,2.0
39,285,17.0
39,286,1.0
39,287,2.0
39,288,1.0
40,51,44.0
40,52,7.0
40,53,11.0
40,54,1.0
40,56,103.0
40,58,14.0
40,59,74.0
40,65,4.0
40,71,42.0
40,74,16.0
40,75,8.0
40,76,1.0
40,79,2.0
40,80,22.0
40,82,11.0
40,83,13.0
40,84,7.0
40,89,21.0
40,92,13.0
40,96,2.0
40,102,1.0
40,104,12.0
40,107,24.0
40,109,3.0
40,110,2.0
40,112,3.0
40,116,3.0
40,124,1.0
40,125,28.0
40,129,3.0
40,130,1.0
40,134,1.0
40,135,26.0
40,136,19.0
40,140,1.0
40,152,1.0
40,155,2.0
40,159,5.0
40,160,1.0
40,161,24.0
40,162,4.0
40,171,7.0
40,179,9.0
40,180,2.0
40,185,32.0
40,187,1.0
40,193,2.0
40,194,5.0
40,195,36.0
40,206,5.0
40,212,13.0
40,215,1.0
40,216,6.0
40,218,1.0
40,219,38.0
40,224,4.0
40,225,1.0
40,229,2.0
40,230,22.0
40,237,11.0
40,242,1.0
40,249,21.0
40,255,21.0
40,260,6.0
40,261,5.0
40,263,5.0
40,264,1.0
40,267,22.0
40,270,2.0
40,271,44.0
40,272,106.0
40,275,4.0
40,276,1.0
40,284,11.0
40,286,15.0
40,288,1.0
41,42,7.0
41,43,22.0
41,46,2.0
41,47,5.0
41,48,1.0
41,50,23.0
41,52,3.0
41,54,2.0
41,55,104.0
41,62,140.0
41,67,4.0
41,68,4.0
41,73,4.0
41,83,1.0
41,85,72.0
41,86,31.0
41,91,116.0
41,99,1.0
41,101,1.0
41,113,1.0
41,117,11.0
41,118,6.0
41,120,105.0
41,121,87.0
41,128,1.0
41,137,14.0
41,140,138.0
41,141,1.0
41,143,32.0
41,145,8.0
41,168,1.0
41,172,14.0
41,177,11.0
41,180,3.0
41,182,137.0
41,187,8.0
41,188,1.0
41,191,1.0
41,192,10.0
41,197,11.0
41,199,7.0
41,208,36.0
41,209,2.0
41,210,25.0
41,214,1.0
41,215,1.0
41,218,7.0
41,222,2.0
41,223,4.0
41,227,1.0
41,229,1.0
41,231,3.0
41,233,64.0
41,235,1.0
41,238,2.0
41,243,6.0
41,247,5.0
41,248,17.0
41,251,12.0
41,253,11.0
41,254,4.0
41,256,3.0
41,257,5.0
41,264,11.0
41,265,9.0
41,270,1.0
41,274,4.0
41,275,4.0
41,278,31.0
41,279,5.0
41,280,3.0
41,281,10.0
41,282,4.0
41,284,1.0
41,285,1.0
41,287,14.0
42,43,1.0
42,46,160.0
42,47,796.0
42,48,1.0
42,49,4.0
42,50,6.0
42,52,985.0
42,53,373.0
42,54,3.0
42,55,3.0
42,58,1.0
42,62,7.0
42,65,8.0
42,66,1.0
42,67,1.0
42,68,2.0
42,70,2.0
42,71,2.0
42,73,4.0
42,74,3.0
42,75,1.0
42,76,3.0
42,78,33.0
42,80,1.0
42,83,17.0
42,84,29.0
42,85,21.0
42,86,17.0
42,91,4.0
42,92,2182.0
42,96,1.0
42,99,1581.0
42,101,6.0
42,102,28.0
42,104,1.0
42,106,5.0
42,107,3.0
42,109,77.0
42,111,3.0
42,114,1.0
42,117,316.0
42,118,24.0
42,119,16.0
42,120,5.0
42,121,1.0
42,124,6.0
42,125,3.0
42,128,79.0
42,135,4.0
42,136,18.0
42,137,246.0
42,140,18.0
42,141,379.0
42,142,116.0
42,143,42.0
42,145,1.0
42,152,3.0
42,153,1.0
42,155,12.0
42,158,6.0
42,159,23.0
42,161,1.0
42,162,2082.0
42,166,1.0
42,171,1.0
42,172,1.0
42,174,24.0
42,177,151.0
42,179,7.0
42,180,41.0
42,181,11.0
42,182,2.0
42,183,1.0
42,185,30.0
42,187,155.0
42,188,7.0
42,191,183.0
42,192,807.0
42,193,1.0
42,194,6.0
42,195,1.0
42,197,761.0
42,201,38.0
42,206,13.0
42,207,1.0
42,208,4.0
42,209,49.0
42,210,29.0
42,211,6.0
42,212,16.0
42,214,2.0
42,215,341.0
42,216,79.0
42,218,959.0
42,219,8.0
42,222,1.0
42,225,22.0
42,229,35.0
42,230,19.0
42,231,54.0
42,233,3.0
42,235,1.0
42,237,7.0
42,238,320.0
42,242,1.0
42,243,1945.0
42,244,2.0
42,245,4.0
42,247,4.0
42,248,47.0
42,251,13.0
42,252,1.0
42,254,2.0
42,255,18.0
42,256,3.0
42,260,1.0
42,261,1.0
42,263,16.0
42,264,509.0
42,265,1898.0
42,266,5.0
42,267,6.0
42,268,4.0
42,270,67.0
42,272,1.0
42,274,562.0
42,275,232.0
42,279,146.0
42,280,774.0
42,282,2.0
42,284,10.0
42,285,88.0
42,286,6.0
42,288,13.0
42,289,1.0
43,46,1.0
43,48,1.0
43,49,1.0
43,50,58.0
43,55,6.0
43,61,3.0
43,62,39.0
43,67,29.0
43,68,14.0
43,73,67.0
43,85,5.0
43,86,2.0
43,91,40.0
43,92,1.0
43,93,9.0
43,98,3.0
43,99,11.0
43,113,8.0
43,114,2.0
43,117,5.0
43,118,3.0
43,120,16.0
43,121,26.0
43,128,1.0
43,137,12.0
43,140,34.0
43,142,1.0
43,143,6.0
43,144,7.0
43,145,2.0
43,159,1.0
43,162,1.0
43,168,1.0
43,172,5.0
43,177,4.0
43,182,76.0
43,192,1.0
43,197,4.0
43,199,17.0
43,200,1.0
43,208,11.0
43,210,11.0
43,222,6.0
43,223,2.0
43,227,5.0
43,231,1.0
43,233,50.0
43,235,13.0
43,243,2.0
43,251,2.0
43,252,36.0
43,253,42.0
43,254,9.0
43,256,41.0
43,257,71.0
43,264,5.0
43,265,3.0
43,266,7.0
43,270,2.0
43,274,2.0
43,278,5.0
43,279,3.0
43,280,1.0
43,281,12.0
43,282,95.0
43,287,4.0
43,291,1.0
46,47,385.0
46,50,1.0
46,52,35.0
46,53,22.0
46,54,1.0
46,55,2.0
46,62,2.0
46,65,1.0
46,67,1.0
46,78,1.0
46,83,2.0
46,84,4.0
46,85,45.0
46,86,42.0
46,91,15.0
46,92,54.0
46,99,102.0
46,101,1.0
46,102,6.0
46,109,2.0
46,117,358.0
46,118,30.0
46,119,1.0
46,121,3.0
46,127,2.0
46,128,12.0
46,135,1.0
46,136,3.0
46,137,468.0
46,140,32.0
46,141,14.0
46,142,9.0
46,143,31.0
46,152,3.0
46,155,10.0
46,159,2.0
46,162,184.0
46,174,9.0
46,177,132.0
46,180,15.0
46,181,1.0
46,185,6.0
46,187,19.0
46,191,45.0
46,192,70.0
46,197,372.0
46,201,5.0
46,206,2.0
46,207,4.0
46,208,5.0
46,209,35.0
46,210,13.0
46,211,1.0
46,214,1.0
46,215,45.0
46,216,8.0
46,218,60.0
46,225,4.0
46,228,1.0
46,229,10.0
46,230,1.0
46,231,2.0
46,233,12.0
46,238,46.0
46,243,197.0
46,247,17.0
46,248,37.0
46,251,12.0
46,255,3.0
46,263,1.0
46,264,400.0
46,265,242.0
46,266,7.0
46,268,3.0
46,270,6.0
46,271,1.0
46,274,50.0
46,275,34.0
46,278,1.0
46,279,316.0
46,280,569.0
46,284,3.0
46,285,106.0
46,286,1.0
46,287,1.0
46,288,9.0
46,289,1.0
47,49,4.0
47,50,4.0
47,52,127.0
47,53,63.0
47,54,8.0
47,62,1.0
47,65,6.0
47,67,1.0
47,68,4.0
47,73,2.0
47,74,2.0
47,75,1.0
47,78,28.0
47,84,1.0
47,85,43.0
47,86,24.0
47,91,4.0
47,92,233.0
47,93,1.0
47,99,596.0
47,101,2.0
47,102,24.0
47,109,14.0
47,117,497.0
47,118,16.0
47,119,1.0
47,121,1.0
47,128,10.0
47,136,4.0
47,137,396.0
47,140,15.0
47,141,42.0
47,142,15.0
47,143,65.0
47,144,1.0
47,152,1.0
47,153,2.0
47,155,20.0
47,158,5.0
47,159,13.0
47,162,235.0
47,171,1.0
47,174,11.0
47,177,216.0
47,179,1.0
47,180,1.0
47,181,1.0
47,182,1.0
47,185,8.0
47,187,20.0
47,188,5.0
47,191,45.0
47,192,96.0
47,193,3.0
47,197,1110.0
47,201,8.0
47,206,1.0
47,207,3.0
47,208,7.0
47,209,49.0
47,210,59.0
47,211,9.0
47,212,6.0
47,214,15.0
47,215,69.0
47,216,10.0
47,218,67.0
47,219,2.0
47,225,38.0
47,228,4.0
47,229,111.0
47,230,1.0
47,231,8.0
47,233,11.0
47,235,3.0
47,238,33.0
47,243,283.0
47,244,1.0
47,245,1.0
47,247,7.0
47,248,31.0
47,251,6.0
47,253,1.0
47,254,1.0
47,255,2.0
47,256,2.0
47,260,1.0
47,262,1.0
47,263,7.0
47,264,286.0
47,265,231.0
47,266,21.0
47,268,7.0
47,270,14.0
47,274,73.0
47,275,37.0
47,279,95.0
47,280,462.0
47,282,1.0
47,284,14.0
47,285,52.0
47,286,4.0
47,287,4.0
47,288,22.0
47,289,4.0
48,50,13.0
48,52,1.0
48,67,17.0
48,68,1.0
48,73,3.0
48,85,1.0
48,113,2.0
48,114,1.0
48,117,1.0
48,121,1.0
48,127,4.0
48,143,4.0
48,175,1.0
48,177,1.0
48,182,1.0
48,210,1.0
48,252,1.0
48,253,2.0
48,257,3.0
48,266,2.0
49,52,5.0
49,54,30.0
49,56,1.0
49,58,8.0
49,59,1.0
49,73,2.0
49,74,4.0
49,78,3.0
49,80,1.0
49,83,1.0
49,92,2.0
49,99,1.0
49,100,2.0
49,101,12.0
49,102,18.0
49,104,1.0
49,106,8.0
49,107,2.0
49,124,2.0
49,129,3.0
49,130,1.0
49,136,1.0
49,137,1.0
49,143,1.0
49,152,6.0
49,153,27.0
49,155,15.0
49,158,8.0
49,159,16.0
49,161,1.0
49,179,1.0
49,188,166.0
49,190,1.0
49,191,4.0
49,193,7.0
49,197,14.0
49,207,50.0
49,211,25.0
49,214,40.0
49,215,1.0
49,219,4.0
49,225,6.0
49,228,7.0
49,229,5.0
49,231,1.0
49,234,1.0
49,237,2.0
49,239,19.0
49,243,2.0
49,245,1.0
49,250,1.0
49,255,4.0
49,263,3.0
49,264,4.0
49,265,4.0
49,268,6.0
49,270,1.0
49,271,4.0
49,272,3.0
49,274,2.0
49,280,2.0
49,284,1.0
49,286,1.0
49,288,12.0
49,289,19.0
50,52,2.0
50,55,2.0
50,61,3.0
50,62,1.0
50,67,63.0
50,68,47.0
50,69,1.0
50,73,142.0
50,78,1.0
50,85,3.0
50,86,2.0
50,91,7.0
50,93,13.0
50,99,2.0
50,101,13.0
50,102,1.0
50,106,1.0
50,113,7.0
50,114,3.0
50,117,22.0
50,118,16.0
50,120,6.0
50,121,16.0
50,127,26.0
50,137,3.0
50,140,26.0
50,143,6.0
50,144,5.0
50,145,1.0
50,155,8.0
50,159,1.0
50,162,2.0
50,177,5.0
50,182,30.0
50,197,1.0
50,199,4.0
50,207,1.0
50,208,27.0
50,210,14.0
50,233,5.0
50,235,1.0
50,243,1.0
50,248,3.0
50,252,1.0
50,253,16.0
50,254,4.0
50,256,2.0
50,257,8.0
50,265,3.0
50,266,23.0
50,279,1.0
50,280,2.0
50,282,1.0
50,291,3.0
51,52,5.0
51,53,13.0
51,56,40.0
51,58,9.0
51,59,9.0
51,65,15.0
51,71,394.0
51,74,52.0
51,75,88.0
51,76,2.0
51,79,1.0
51,80,2.0
51,82,12.0
51,83,16.0
51,84,51.0
51,89,2.0
51,92,1.0
51,96,3.0
51,99,1.0
51,104,19.0
51,107,82.0
51,109,6.0
51,110,4.0
51,112,3.0
51,116,3.0
51,124,4.0
51,125,89.0
51,129,1.0
51,134,1.0
51,135,23.0
51,136,38.0
51,137,2.0
51,141,1.0
51,142,4.0
51,158,1.0
51,160,9.0
51,161,11.0
51,162,3.0
51,166,6.0
51,171,7.0
51,179,45.0
51,180,1.0
51,185,64.0
51,187,1.0
51,188,1.0
51,194,15.0
51,195,138.0
51,197,1.0
51,206,64.0
51,209,1.0
51,212,80.0
51,215,4.0
51,216,1.0
51,219,46.0
51,224,3.0
51,225,5.0
51,229,2.0
51,230,85.0
51,231,2.0
51,236,3.0
51,237,33.0
51,238,1.0
51,242,1.0
51,243,3.0
51,249,12.0
51,250,1.0
51,251,1.0
51,255,73.0
51,260,13.0
51,261,1.0
51,262,2.0
51,263,10.0
51,264,3.0
51,265,2.0
51,267,67.0
51,268,4.0
51,270,4.0
51,271,18.0
51,272,14.0
51,274,9.0
51,275,8.0
51,284,8.0
51,286,24.0
51,288,9.0
51,294,1.0
52,53,3523.0
52,55,1.0
52,58,2.0
52,59,4.0
52,60,1.0
52,62,1.0
52,65,22.0
52,67,1.0
52,71,10.0
52,74,8.0
52,75,7.0
52,78,14.0
52,82,2.0
52,83,33.0
52,84,48.0
52,85,10.0
52,86,4.0
52,89,1.0
52,91,2.0
52,92,1652.0
52,96,5.0
52,99,426.0
52,101,2.0
52,102,7.0
52,104,1.0
52,107,7.0
52,109,395.0
52,110,1.0
52,112,1.0
52,116,9.0
52,117,60.0
52,118,5.0
52,119,49.0
52,123,1.0
52,124,4.0
52,125,11.0
52,127,1.0
52,128,23.0
52,135,3.0
52,136,20.0
52,137,45.0
52,140,3.0
52,141,1695.0
52,142,1761.0
52,143,17.0
52,148,2.0
52,152,2.0
52,155,3.0
52,158,1.0
52,159,1.0
52,161,10.0
52,162,722.0
52,171,12.0
52,172,1.0
52,174,2.0
52,177,24.0
52,179,25.0
52,180,104.0
52,181,1.0
52,185,132.0
52,187,235.0
52,191,43.0
52,192,137.0
52,193,1.0
52,194,16.0
52,195,3.0
52,197,98.0
52,200,5.0
52,201,53.0
52,206,12.0
52,207,1.0
52,208,2.0
52,209,15.0
52,210,5.0
52,211,1.0
52,212,28.0
52,214,4.0
52,215,1194.0
52,216,284.0
52,218,1028.0
52,219,14.0
52,224,2.0
52,225,4.0
52,229,16.0
52,230,32.0
52,231,146.0
52,233,3.0
52,236,3.0
52,237,18.0
52,238,1175.0
52,243,589.0
52,247,1.0
52,248,11.0
52,251,3.0
52,255,49.0
52,260,1.0
52,261,5.0
52,262,6.0
52,263,18.0
52,264,111.0
52,265,184.0
52,267,3.0
52,268,2.0
52,270,196.0
52,271,4.0
52,272,2.0
52,274,3014.0
52,275,1484.0
52,279,7.0
52,280,112.0
52,282,6.0
52,284,7.0
52,285,4.0
52,286,35.0
52,288,2.0
53,54,3.0
53,55,3.0
53,56,5.0
53,58,8.0
53,59,5.0
53,60,3.0
53,61,2.0
53,65,31.0
53,67,2.0
53,68,1.0
53,70,1.0
53,71,16.0
53,74,38.0
53,75,19.0
53,76,2.0
53,78,6.0
53,79,1.0
53,80,2.0
53,82,2.0
53,83,56.0
53,84,77.0
53,85,2.0
53,91,2.0
53,92,1046.0
53,96,2.0
53,99,429.0
53,101,1.0
53,102,8.0
53,104,5.0
53,107,14.0
53,109,1544.0
53,110,5.0
53,112,3.0
53,116,13.0
53,117,44.0
53,118,3.0
53,119,195.0
53,120,4.0
53,123,8.0
53,124,18.0
53,125,21.0
53,128,14.0
53,129,2.0
53,130,1.0
53,135,6.0
53,136,37.0
53,137,30.0
53,140,2.0
53,141,719.0
53,142,2780.0
53,143,4.0
53,148,2.0
53,155,4.0
53,156,1.0
53,158,1.0
53,159,3.0
53,161,27.0
53,162,420.0
53,166,3.0
53,171,11.0
53,172,1.0
53,173,1.0
53,174,1.0
53,177,21.0
53,179,61.0
53,180,186.0
53,185,483.0
53,187,174.0
53,188,3.0
53,191,18.0
53,192,121.0
53,194,16.0
53,195,7.0
53,197,94.0
53,200,10.0
53,201,88.0
53,206,18.0
53,208,4.0
53,209,3.0
53,210,9.0
53,211,9.0
53,212,38.0
53,214,2.0
53,215,1595.0
53,216,611.0
53,218,601.0
53,219,15.0
53,224,1.0
53,225,10.0
53,229,12.0
53,230,61.0
53,231,235.0
53,232,1.0
53,233,1.0
53,236,11.0
53,237,27.0
53,238,640.0
53,242,2.0
53,243,298.0
53,247,2.0
53,248,8.0
53,249,6.0
53,250,1.0
53,255,172.0
53,260,4.0
53,261,2.0
53,262,6.0
53,263,91.0
53,264,63.0
53,265,135.0
53,266,1.0
53,267,14.0
53,268,1.0
53,270,587.0
53,271,5.0
53,272,4.0
53,274,3329.0
53,275,3567.0
53,279,11.0
53,280,97.0
53,284,75.0
53,285,4.0
53,286,131.0
53,288,2.0
53,294,1.0
54,58,6.0
54,59,6.0
54,62,11.0
54,74,2.0
54,77,1.0
54,78,45.0
54,92,10.0
54,99,4.0
54,101,6.0
54,102,9.0
54,104,2.0
54,106,1.0
54,109,15.0
54,110,1.0
54,117,8.0
54,124,6.0
